类型ID,怪物ID,名称,朝向x,朝向y,朝向z,x,y,z,广播类型（0不广播1死亡广播2复活广播4死亡文字广播8定时广播16首次出生广播32自杀广播）,广播所对应广播ID,广播参数,位置索引（需要保持唯一）,掉落经验类型(1单独2周围3己方全部),死亡加经验,掉落天赋类型(1单独2周围3己方全部4补刀掉落5补刀加失败分成),死亡加天赋点,补刀掉落类型衰减系数,掉落buff类型(1单独2周围3己方全部),BuffID,buff等级,掉落经验buff范围,掉落天赋范围,累积多少次数刷怪（处理三波刷怪问题）,同步累积次数索引行(读取本表位置索引),战斗信号标志位,气势掉落路径上路中路下路全部路对应 1 2 4 7,气势掉落值
333,2017,二阵营左野补给点,0,0,0,-77,0.8,28,0,,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,,
334,2017,二阵营右野补给点,0,0,0,28,0.8,-68,0,,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,,
335,2022,3小BOSS,0,238.5,0,-48,-0.5,55.8,2,23,0,739,3,400,1,100,0.8,0,0,0,0,0,0,0,0,,
336,2023,3小BOSS,0,238.5,0,-48,-0.5,55.8,2,23,0,740,3,400,1,100,0.8,0,0,0,0,0,0,0,0,,
337,2024,50块,0,238.5,0,0,0,0,0,,0,741,1,0,4,50,0,0,0,0,0,20,0,0,0,,
338,2025,龙血,0,48,0,42.5,1,-53,0,,0,742,2,1,1,50,0,0,0,0,1,1,0,0,0,,
339,1075,观察小龙,0,0,0,80,-6.2,-82.5,0,,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,,
340,2025,龙血,0,48,0,42.5,1,-53,0,,0,744,2,1,1,50,0,0,0,0,1,1,0,0,0,,
341,2042,黑龙使者,0,48,0,42.5,1,-53,1,,0,745,3,80,3,150,0.8,0,0,1,20,20,0,0,0,,
342,2043,红龙使者,0,238.5,0,-48,-0.5,55.8,1,,0,746,3,80,3,150,0.8,0,0,1,20,20,0,0,0,,
343,2044,烈龙,0,238.5,0,-48,-0.5,55.8,1,,0,747,3,800,3,400,0.8,0,0,1,20,20,0,0,0,7,2
344,2045,驯服烈龙,0,238.5,0,-48,-0.5,55.8,2,23,0,748,3,400,1,100,0.8,0,0,0,0,0,0,0,0,,
345,2046,驯服烈龙,0,238.5,0,-48,-0.5,55.8,2,23,0,749,3,400,1,100,0.8,0,0,0,0,0,0,0,0,,
501,1001,1阵营基地,0,225,0,111.41,4.9,111.41,2;4,20;21,0,750,3,128,3,0,0.8,0,0,0,20,20,0,0,0,,
502,1031,2阵营基地,0,45,0,-111.41,4.9,-111.41,4,21,0,751,3,128,3,0,0.8,0,0,0,20,20,0,0,0,,
503,1002,1阵营上路水晶,0,180,0,110.6,4.9,78.96,2;4;8,3;4;22,0;0;20,752,3,40,3,50,0.8,0,0,0,20,20,0,0,1,,
504,1002,1阵营中路水晶,0,225,0,80.34,4.9,80.34,2;4;8,5;6;22,0;0;20,753,3,40,3,50,0.8,0,0,0,20,20,0,0,1,,
505,1002,1阵营下路水晶,0,269.66,0,78.9,4.9,110.3,2;4;8,7;8;22,0;0;20,754,3,40,3,50,0.8,0,0,0,20,20,0,0,1,,
506,1032,2阵营上路水晶,0,90,0,-78.9,4.9,-110.3,2;4;8,7;8;22,0;0;20,755,3,40,3,50,0.8,0,0,0,20,20,0,0,1,,
507,1032,2阵营中路水晶,0,45,0,-80.34,4.9,-80.34,2;4;8,5;6;22,0;0;20,756,3,40,3,50,0.8,0,0,0,20,20,0,0,1,,
508,1032,2阵营下路水晶,0,360,0,-110.6,4.9,-78.96,2;4;8,3;4;22,0;0;20,757,3,40,3,50,0.8,0,0,0,20,20,0,0,1,,
509,1003,1阵营基地塔左,0,45,0,100.47,4.9,110.43,4,9,0,758,3,40,3,100,0.8,0,0,0,20,20,0,0,0,,
509,1003,1阵营基地塔右,0,45,0,110.6,4.9,100.54,4,9,0,759,3,40,3,100,0.8,0,0,0,20,20,0,0,0,,
511,1004,1阵营上路一塔,0,0,0,111.6,-6.26,-54.66,4,10,0,760,3,40,3,150,0.8,0,0,0,20,20,0,0,1,1,0
512,1005,1阵营上路二塔,0,0,0,105.53,0.53,19.19999,4,11,0,761,3,40,3,100,0.8,0,0,0,20,20,0,0,1,1,2
513,1006,1阵营上路三塔,0,0,0,110.6,4.9,67.13,4,12,0,762,3,40,3,250,0.8,0,0,0,20,20,0,0,1,1,2
514,1004,1阵营中路一塔,0,45,0,28.36,-0.85,18.12,4,13,0,763,3,40,3,150,0.8,0,0,0,20,20,0,0,1,2,0
515,1005,1阵营中路二塔,0,45,0,40.9,-0.84,45.54002,4,14,0,764,3,40,3,100,0.8,0,0,0,20,20,0,0,1,2,2
516,1006,1阵营中路三塔,0,45,0,73.38,4.9,73.38,4,15,0,765,3,40,3,250,0.8,0,0,0,20,20,0,0,1,2,2
517,1004,1阵营下路一塔,0,90,0,-51.84,-6.224,111.97,4,16,0,766,3,40,3,150,0.8,0,0,0,20,20,0,0,1,4,0
518,1005,1阵营下路二塔,0,90,0,12.82001,0.53,108.06,4,17,0,767,3,40,3,100,0.8,0,0,0,20,20,0,0,1,4,2
519,1006,1阵营下路三塔,0,90,0,67.09,4.9,110.3,4,18,0,768,3,40,3,250,0.8,0,0,0,20,20,0,0,1,4,2
520,1033,2阵营基地塔左,0,-135,0,-100.47,4.9,-110.43,4,9,0,769,3,40,3,100,0.8,0,0,0,20,20,0,0,0,,
520,1033,2阵营基地塔右,0,-135,0,-110.6,4.9,-100.54,4,9,0,770,3,40,3,100,0.8,0,0,0,20,20,0,0,0,,
522,1034,2阵营上路一塔,0,-90,0,51.84,-6.22,-112.3,4,16,0,771,3,40,3,150,0.8,0,0,0,20,20,0,0,1,1,0
523,1035,2阵营上路二塔,0,-90,0,-12.82001,0.53,-108.06,4,17,0,772,3,40,3,100,0.8,0,0,0,20,20,0,0,1,1,2
524,1036,2阵营上路三塔,0,-90,0,-67.09,4.9,-110.3,4,18,0,773,3,40,3,250,0.8,0,0,0,20,20,0,0,1,1,2
525,1034,2阵营中路一塔,0,-135,0,-28.36,-0.86,-18.12,4,13,0,774,3,40,3,150,0.8,0,0,0,20,20,0,0,1,2,0
526,1035,2阵营中路二塔,0,-135,0,-40.9,-0.84,-45.54002,4,14,0,775,3,40,3,100,0.8,0,0,0,20,20,0,0,1,2,2
527,1036,2阵营中路三塔,0,-135,0,-73.38,4.9,-73.38,4,15,0,776,3,40,3,250,0.8,0,0,0,20,20,0,0,1,2,2
528,1034,2阵营下路一塔,0,180,0,-111.6,-6.26,54.66,4,10,0,777,3,40,3,150,0.8,0,0,0,20,20,0,0,1,4,0
529,1035,2阵营下路二塔,0,180,0,-105.53,-0.84,-19.19999,4,11,0,778,3,40,3,100,0.8,0,0,0,20,20,0,0,1,4,2
530,1036,2阵营下路三塔,0,180,0,-110.6,4.9,-67.13,4,12,0,779,3,40,3,250,0.8,0,0,0,20,20,0,0,1,4,2
540,1010,1阵营上路近战小兵,0,180,0,105.5997286,4.9,68.10770429,0,,0,780,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
540,1010,1阵营上路近战小兵,0,180,0,105.5106571,4.9,69.94208857,0,,0,781,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
540,1010,1阵营上路近战小兵,0,180,0,105.4215857,4.9,71.77647286,0,,0,782,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
540,1011,1阵营上路远程小兵,0,180,0,105.2434429,4.9,75.44524143,0,,0,783,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
540,1011,1阵营上路远程小兵,0,180,0,105.1543714,4.9,77.27962571,0,,0,784,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
540,1011,1阵营上路远程小兵,0,180,0,105.0653,4.9,79.11401,0,,0,785,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
540,1012,1阵营上路头目小兵,0,180,0,105.6888,4.9,66.27332,0,,0,786,2,60,2,55,0.8,0,0,0,24,15,3,531,0,,
541,2049,1阵营中路近战小兵,0,223,0,69.89715286,4.9,76.52410429,0,,0,787,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
541,2049,1阵营中路近战小兵,0,221,0,71.02936571,4.9,77.87070857,0,,0,788,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
541,2049,1阵营中路近战小兵,0,223,0,72.16157857,4.9,79.21731286,0,,0,789,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
541,2050,1阵营中路远程小兵,0,223,0,74.42600429,4.9,81.91052143,0,,0,790,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
541,2050,1阵营中路远程小兵,0,223,0,75.55821714,4.9,83.25712571,0,,0,791,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
541,2050,1阵营中路远程小兵,0,223,0,76.69043,4.9,84.60373,0,,0,792,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
541,2051,1阵营中路头目小兵,0,225,0,68.76494,4.9,75.1775,0,,0,793,2,60,2,55,0.8,0,0,0,24,15,3,538,0,,
542,2055,1阵营下路近战小兵,0,267,0,68.12619857,4.9,105.7120429,0,,0,794,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
542,2055,1阵营下路近战小兵,0,267,0,69.87012714,4.9,105.6080857,0,,0,795,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
542,2055,1阵营下路近战小兵,0,267,0,71.61405571,4.9,105.5041286,0,,0,796,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
542,2056,1阵营下路远程小兵,0,267,0,75.10191286,4.9,105.2962143,0,,0,797,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
542,2056,1阵营下路远程小兵,0,267,0,76.84584143,4.9,105.1922571,0,,0,798,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
542,2056,1阵营下路远程小兵,0,267,0,78.58977,4.9,105.0883,0,,0,799,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
542,2057,1阵营下路头目小兵,0,267,0,66.38227,4.9,105.816,0,,0,800,2,60,2,55,0.8,0,0,0,24,15,3,545,0,,
543,1025,2阵营上路近战小兵,0,90.79,0,-68.12619857,4.900827,-105.7120429,0,,0,801,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
543,1025,2阵营上路近战小兵,0,90.79,0,-69.87012714,4.900827,-105.6080857,0,,0,802,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
543,1025,2阵营上路近战小兵,0,90.79,0,-71.61405571,4.900827,-105.5041286,0,,0,803,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
543,1026,2阵营上路远程小兵,0,90.79,0,-75.10191286,4.900827,-105.2962143,0,,0,804,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
543,1026,2阵营上路远程小兵,0,90.79,0,-76.84584143,4.900827,-105.1922571,0,,0,805,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
543,1026,2阵营上路远程小兵,0,90.79,0,-78.58977,4.900827,-105.0883,0,,0,806,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
543,1027,2阵营上路头目小兵,0,90.79,0,-66.38227,4.900827,-105.816,0,,0,807,2,60,2,55,0.8,0,0,0,24,15,3,552,0,,
544,2061,2阵营中路近战小兵,0,44.996,0,-69.89715286,4.900831,-76.52410429,0,,0,808,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
544,2061,2阵营中路近战小兵,0,44.996,0,-71.02936571,4.900831,-77.87070857,0,,0,809,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
544,2061,2阵营中路近战小兵,0,44.996,0,-72.16157857,4.900831,-79.21731286,0,,0,810,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
544,2062,2阵营中路远程小兵,0,44.996,0,-74.42600429,4.900831,-81.91052143,0,,0,811,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
544,2062,2阵营中路远程小兵,0,44.996,0,-75.55821714,4.900831,-83.25712571,0,,0,812,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
544,2062,2阵营中路远程小兵,0,44.996,0,-76.69043,4.900831,-84.60373,0,,0,813,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
544,2063,2阵营中路头目小兵,0,44.996,0,-68.76494,4.900831,-75.1775,0,,0,814,2,60,2,55,0.8,0,0,0,24,15,3,559,0,,
545,2067,2阵营下路近战小兵,0,357,0,-105.5997286,4.900832,-68.10770429,0,,0,815,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
545,2067,2阵营下路近战小兵,0,357,0,-105.5106571,4.900832,-69.94208857,0,,0,816,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
545,2067,2阵营下路近战小兵,0,357,0,-105.4215857,4.900832,-71.77647286,0,,0,817,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
545,2068,2阵营下路远程小兵,0,357,0,-105.2434429,4.900832,-75.44524143,0,,0,818,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
545,2068,2阵营下路远程小兵,0,357,0,-105.1543714,4.900832,-77.27962571,0,,0,819,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
545,2068,2阵营下路远程小兵,0,357,0,-105.0653,4.900832,-79.11401,0,,0,820,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
545,2069,2阵营下路头目小兵,0,357,0,-105.6888,4.900832,-66.27332,0,,0,821,2,60,2,55,0.8,0,0,0,24,15,3,566,0,,
546,1013,1阵营超级兵上路近战小兵,0,180,0,105.5997286,4.9,68.10770429,0,,0,822,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
546,1013,1阵营超级兵上路近战小兵,0,180,0,105.5106571,4.9,69.94208857,0,,0,823,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
546,1013,1阵营超级兵上路近战小兵,0,180,0,105.4215857,4.9,71.77647286,0,,0,824,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
546,1014,1阵营超级兵上路远程小兵,0,180,0,105.2434429,4.9,75.44524143,0,,0,825,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
546,1014,1阵营超级兵上路远程小兵,0,180,0,105.1543714,4.9,77.27962571,0,,0,826,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
546,1014,1阵营超级兵上路远程小兵,0,180,0,105.0653,4.9,79.11401,0,,0,827,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
546,1015,1阵营超级兵上路头目小兵,0,180,0,105.6888,4.9,66.27332,0,,0,828,2,60,2,55,0.8,0,0,0,24,15,0,489,0,,
547,2052,1阵营超级兵中路近战小兵,0,223,0,69.89715286,4.9,76.52410429,0,,0,829,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
547,2052,1阵营超级兵中路近战小兵,0,221,0,71.02936571,4.9,77.87070857,0,,0,830,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
547,2052,1阵营超级兵中路近战小兵,0,223,0,72.16157857,4.9,79.21731286,0,,0,831,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
547,2053,1阵营超级兵中路远程小兵,0,223,0,74.42600429,4.9,81.91052143,0,,0,832,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
547,2053,1阵营超级兵中路远程小兵,0,223,0,75.55821714,4.9,83.25712571,0,,0,833,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
547,2053,1阵营超级兵中路远程小兵,0,223,0,76.69043,4.9,84.60373,0,,0,834,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
547,2054,1阵营超级兵中路头目小兵,0,225,0,68.76494,4.9,75.1775,0,,0,835,2,60,2,55,0.8,0,0,0,24,15,0,496,0,,
548,2058,1阵营超级兵下路近战小兵,0,267,0,68.12619857,4.9,105.7120429,0,,0,836,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
548,2058,1阵营超级兵下路近战小兵,0,267,0,69.87012714,4.9,105.6080857,0,,0,837,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
548,2058,1阵营超级兵下路近战小兵,0,267,0,71.61405571,4.9,105.5041286,0,,0,838,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
548,2059,1阵营超级兵下路远程小兵,0,267,0,75.10191286,4.9,105.2962143,0,,0,839,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
548,2059,1阵营超级兵下路远程小兵,0,267,0,76.84584143,4.9,105.1922571,0,,0,840,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
548,2059,1阵营超级兵下路远程小兵,0,267,0,78.58977,4.9,105.0883,0,,0,841,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
548,2060,1阵营超级兵下路头目小兵,0,267,0,66.38227,4.9,105.816,0,,0,842,2,60,2,55,0.8,0,0,0,24,15,0,503,0,,
549,1028,2阵营超级兵上路近战小兵,0,90.79,0,-68.12619857,4.900827,-105.7120429,0,,0,843,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
549,1028,2阵营超级兵上路近战小兵,0,90.79,0,-69.87012714,4.900827,-105.6080857,0,,0,844,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
549,1028,2阵营超级兵上路近战小兵,0,90.79,0,-71.61405571,4.900827,-105.5041286,0,,0,845,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
549,1029,2阵营超级兵上路远程小兵,0,90.79,0,-75.10191286,4.900827,-105.2962143,0,,0,846,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
549,1029,2阵营超级兵上路远程小兵,0,90.79,0,-76.84584143,4.900827,-105.1922571,0,,0,847,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
549,1029,2阵营超级兵上路远程小兵,0,90.79,0,-78.58977,4.900827,-105.0883,0,,0,848,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
549,1030,2阵营超级兵上路头目小兵,0,90.79,0,-66.38227,4.900827,-105.816,0,,0,849,2,60,2,55,0.8,0,0,0,24,15,0,510,0,,
550,2064,2阵营超级兵中路近战小兵,0,44.996,0,-69.89715286,4.900831,-76.52410429,0,,0,850,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
550,2064,2阵营超级兵中路近战小兵,0,44.996,0,-71.02936571,4.900831,-77.87070857,0,,0,851,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
550,2064,2阵营超级兵中路近战小兵,0,44.996,0,-72.16157857,4.900831,-79.21731286,0,,0,852,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
550,2065,2阵营超级兵中路远程小兵,0,44.996,0,-74.42600429,4.900831,-81.91052143,0,,0,853,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
550,2065,2阵营超级兵中路远程小兵,0,44.996,0,-75.55821714,4.900831,-83.25712571,0,,0,854,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
550,2065,2阵营超级兵中路远程小兵,0,44.996,0,-76.69043,4.900831,-84.60373,0,,0,855,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
550,2066,2阵营超级兵中路头目小兵,0,44.996,0,-68.76494,4.900831,-75.1775,0,,0,856,2,60,2,55,0.8,0,0,0,24,15,0,517,0,,
551,2070,2阵营超级兵下路近战小兵,0,357,0,-105.5997286,4.900832,-68.10770429,0,,0,857,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
551,2070,2阵营超级兵下路近战小兵,0,357,0,-105.5106571,4.900832,-69.94208857,0,,0,858,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
551,2070,2阵营超级兵下路近战小兵,0,357,0,-105.4215857,4.900832,-71.77647286,0,,0,859,2,27.2,2,25,0.8,0,0,0,24,15,0,0,0,,
551,2071,2阵营超级兵下路远程小兵,0,357,0,-105.2434429,4.900832,-75.44524143,0,,0,860,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
551,2071,2阵营超级兵下路远程小兵,0,357,0,-105.1543714,4.900832,-77.27962571,0,,0,861,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
551,2071,2阵营超级兵下路远程小兵,0,357,0,-105.0653,4.900832,-79.11401,0,,0,862,2,27.2,2,21,0.8,0,0,0,24,15,0,0,0,,
551,2072,2阵营超级兵下路头目小兵,0,357,0,-105.6888,4.900832,-66.27332,0,,0,863,2,60,2,55,0.8,0,0,0,24,15,0,524,0,,
552,1016,大龙,0,-54.033,0,47.94,-2.2,-43.47,1;2;16,2;25;25,0,864,3,75,3,100,0.8,0,0,1,20,20,0,0,0,,
552,1073,大龙c,0,-54.033,0,47.94,-2.2,-43.47,0,,0,865,3,75,3,100,0.8,0,0,1,20,20,0,0,0,,
553,1017,小龙,0,131.21,0,-51.4,-2.14,48.76,1;2;16,2;24;24,0,866,3,75,3,0,0.8,0,0,1,20,20,0,0,0,,
553,1073,小龙c,0,131.21,0,-51.4,-2.14,48.76,0,,0,867,3,75,3,0,0.8,0,0,1,20,20,0,0,0,,
554,1018,31红buff,0,13,0,63,-1.03,-10,0,,0,868,2,76,4,73,0.8,1,1045,1,20,20,0,0,0,,
554,1073,31红buffc,0,13,0,63,-1.03,-10,0,,0,869,2,76,4,73,0.8,1,1045,1,20,20,0,0,0,,
554,1019,31小红buff,0,-5,0,67,-0.95,-6.6,0,,0,870,2,20,4,19,0.8,0,0,0,20,20,0,0,0,,
554,1019,31小红buff,0,30,0,60,-0.65,-5.51,0,,0,871,2,20,4,19,0.8,0,0,0,20,20,0,0,0,,
555,1020,31蓝buff,0,48.78,0,-7.59,-5.63,59.41,0,,0,872,2,76,4,73,0.8,1,1046,1,20,20,0,0,0,,
555,1073,31蓝buffc,0,48.78,0,-7.59,-5.63,59.41,0,,0,873,2,76,4,73,0.8,1,1046,1,20,20,0,0,0,,
555,1021,31小蓝buff,0,67.64,0,-9.15,-5.63,63.96,0,,0,874,2,20,4,19,0.8,0,0,0,20,20,0,0,0,,
555,1021,31小蓝buff,0,24.41,0,-3.14,-5.63,57.65,0,,0,875,2,20,4,19,0.8,0,0,0,20,20,0,0,0,,
556,1018,32红buff,0,225,0,-58.59,-0.76,8.1,0,,0,876,2,76,4,73,0.8,1,1045,1,20,20,0,0,0,,
556,1073,32红buffc,0,225,0,-58.59,-0.76,8.1,0,,0,877,2,76,4,73,0.8,1,1045,1,20,20,0,0,0,,
556,1019,32小红buff,0,233.35,0,-59.47,-0.34,3.1,0,,0,878,2,20,4,19,0.8,0,0,0,20,20,0,0,0,,
556,1019,32小红buff,0,197.83,0,-63.77,-1.08,8.09,0,,0,879,2,20,4,19,0.8,0,0,0,20,20,0,0,0,,
557,1020,32蓝buff,0,-122,0,8.47,-5.63,-58.8,0,,0,880,2,76,4,73,0.8,1,1046,1,20,20,0,0,0,,
557,1073,32蓝buffc,0,-122,0,8.47,-5.63,-58.8,0,,0,881,2,76,4,73,0.8,1,1046,1,20,20,0,0,0,,
557,1021,32小蓝buff,0,-110.62,0,8.98,-5.63,-63.18,0,,0,882,2,20,4,19,0.8,0,0,0,20,20,0,0,0,,
557,1021,32小蓝buff,0,-155.278,0,4.56,-5.63,-57.13,0,,0,883,2,20,4,19,0.8,0,0,0,20,20,0,0,0,,
558,1072,31远古石甲虫,0,-21.336,0,-20.83,-3.76,83.78,0,,0,884,2,72,4,72,0.8,0,0,1,20,20,0,0,0,,
558,1073,31远古石甲虫c,0,-21.336,0,-20.83,-3.76,83.78,0,,0,885,2,72,4,72,0.8,0,0,1,20,20,0,0,0,,
558,1024,31石甲虫,0,-33.433,0,-18.16,-3.76,84.61,0,,0,886,2,40,4,39,0.8,0,0,0,20,20,0,0,0,,
559,1071,314野,0,40,0,62,-3.06,14,0,,0,887,2,64,4,59,0.8,0,0,1,20,20,0,0,0,,
559,1073,314野c,0,40,0,62,-3.06,14,0,,0,888,2,64,4,59,0.8,0,0,1,20,20,0,0,0,,
559,1023,314野,0,40,0,63.75,-3.06,16.35,0,,0,889,2,16,4,14,0.8,0,0,0,20,20,0,0,0,,
559,1023,314野,0,23,0,63.63,-3.06,12,0,,0,890,2,16,4,14,0.8,0,0,0,20,20,0,0,0,,
559,1023,314野,0,60,0,59.64,-3.06,15.72,0,,0,891,2,16,4,14,0.8,0,0,0,20,20,0,0,0,,
560,1070,313狼,0,-21.07,0,8.48,2.85,36.03,0,,0,892,2,56,4,85,0.8,0,0,1,20,20,0,0,0,,
560,1073,313狼c,0,-21.07,0,8.48,2.85,36.03,0,,0,893,2,56,4,85,0.8,0,0,1,20,20,0,0,0,,
560,2011,313狼,0,-20.16,0,5.75,2.85,36.99,0,,0,894,2,28,4,15,0.8,0,0,0,20,20,0,0,0,,
560,1022,313狼,0,-15.48,0,10.04,2.86,38.08,0,,0,895,2,28,4,15,0.8,0,0,0,20,20,0,0,0,,
561,1072,32远古石甲虫,0,145.255,0,20.1,-3.76,-84.59,0,,0,896,2,72,4,72,0.8,0,0,1,20,20,0,0,0,,
561,1073,32远古石甲虫c,0,145.255,0,20.1,-3.76,-84.59,0,,0,897,2,72,4,72,0.8,0,0,1,20,20,0,0,0,,
561,1024,32石甲虫,0,145.25,0,16.94,-3.76,-85.16,0,,0,898,2,40,4,39,0.8,0,0,0,20,20,0,0,0,,
562,1071,324锋啄鸟,0,-144.17,0,-61.15,-3.06,-15.18,0,,0,899,2,64,4,59,0.8,0,0,1,20,20,0,0,0,,
562,1073,324锋啄鸟c,0,-144.17,0,-61.15,-3.06,-15.18,0,,0,900,2,64,4,59,0.8,0,0,1,20,20,0,0,0,,
562,1023,324锋啄鸟,0,-144.17,0,-62.49,-3.06,-17.45,0,,0,901,2,16,4,14,0.8,0,0,0,20,20,0,0,0,,
562,1023,324锋啄鸟,0,-131.57,0,-59.29,-3.06,-16.52,0,,0,902,2,16,4,14,0.8,0,0,0,20,20,0,0,0,,
562,1023,324锋啄鸟,0,-156.4,0,-62.9,-3.06,-13.61,0,,0,903,2,16,4,14,0.8,0,0,0,20,20,0,0,0,,
563,1070,323暗影狼,0,164.36,0,-8.48,-2.85,-36.03,0,,0,904,2,56,4,85,0.8,0,0,1,20,20,0,0,0,,
563,1073,323暗影狼c,0,164.36,0,-8.48,-2.85,-36.03,0,,0,905,2,56,4,85,0.8,0,0,1,20,20,0,0,0,,
563,1022,323暗影狼,0,169.38,0,-5.75,-2.85,-36.99,0,,0,906,2,28,4,15,0.8,0,0,0,20,20,0,0,0,,
563,2011,323暗影狼,0,158.533,0,-10.04,-2.86,-38.08,0,,0,907,2,28,4,15,0.8,0,0,0,20,20,0,0,0,,
564,1068,31魔沼蛙,0,-112.2,0,89.1,-4.29,-15.2,0,,0,908,2,112,4,95,0.8,0,0,0,20,20,0,0,0,,
564,1073,31魔沼蛙c,0,-112.2,0,89.1,-4.29,-15.2,0,,0,909,2,112,4,95,0.8,0,0,0,20,20,0,0,0,,
565,1068,32魔沼蛙,0,65.245,0,-89.74,-4.29,15.47,0,,0,910,2,112,4,95,0.8,0,0,0,20,20,0,0,0,,
565,1073,32魔沼蛙c,0,65.245,0,-89.74,-4.29,15.47,0,,0,911,2,112,4,95,0.8,0,0,0,20,20,0,0,0,,
566,1069,31峡谷迅捷蟹,0,-44.09,0,39.73,-2.72,-35.55,0,,0,912,2,112,4,70,0.8,0,0,0,20,20,0,0,0,,
566,1073,31峡谷迅捷蟹c,0,-44.09,0,39.73,-2.72,-35.55,0,,0,913,2,112,4,70,0.8,0,0,0,20,20,0,0,0,,
567,1069,32峡谷迅捷蟹,0,131.21,0,-39.05,-2.61,38,0,,0,914,2,112,4,70,0.8,0,0,0,20,20,0,0,0,,
