 ,天赋ID,天赋学习等级,天赋图标,推荐显示,激活类型（0默认自动;1系统）,升星激活等级（激活类型需为0）,场内是否等级互斥(0不互斥1互斥),显示类型（0未激活不显示1未激活显示）,影响技能槽位 ,天赋名称,天赋奖励名称,天赋描述,未激活描述,场内天赋描述,前置天赋,战场类型ID
36,13606,9,325,0,0,5,1,1,0,尖刺爆裂【[SKILLSLOT=0]键】,天赋：尖刺爆裂,强化高分子能量弹，爆炸时降低敌人30%移动速度，持续3秒,,强化高分子能量弹，爆炸时降低敌人30%移动速度，持续3秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13607,9,324,0,0,5,1,1,3,战术技巧【被动】,天赋：战术技巧,强化自身战术技巧，翻滚后下一次普通攻击额外造成[red][PA=50][/red]点物理伤害,,强化自身战术技巧，翻滚后下一次普通攻击额外造成[red][PA=50][/red]点物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13608,12,227,1,0,0,1,1,3,三环【被动】,天赋：三环,对英雄连续三次普攻可造成额外60%的普攻伤害,,对英雄连续三次普攻可造成额外60%的普攻伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13609,12,149,1,0,0,1,1,3,闪电【被动】,天赋：闪电,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13610,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13611,15,327,1,0,0,1,1,2,终极武器【[SKILLSLOT=2]键】,天赋：终极武器,提升终极武器技能基础伤害100%,,提升终极武器技能基础伤害100%,13604,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
36,13612,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
36,13613,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
36,13614,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
37,13704,3,170,1,0,0,1,1,0,虚无缥缈【被动】,天赋：虚无缥缈,每次释放技能后会延迟0.3秒从无敌状态中出现,,每次释放技能后会延迟0.3秒从无敌状态中出现,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13705,3,327,1,0,0,1,1,3,无情飞影【[SKILLSLOT=0]键】,天赋：无情飞影,飞影每次击中目标后对相同目标可以释放的间隔时间降低30%,,飞影每次击中目标后对相同目标可以释放的间隔时间降低30%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13706,3,325,0,0,0,1,1,0,天涯咫尺【[SKILLSLOT=0]键】,天赋：天涯咫尺,飞影释放距离延长5米,,飞影释放距离延长5米,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13703,6,227,1,0,0,1,1,-1,终极刺杀,天赋：终极刺杀,化为黑影对指定目标进行刺杀，若刺杀半径10米范围内有其他敌人，则突袭下一个目标，最多重复突袭10次,,化为黑影对指定目标进行刺杀，若刺杀半径10米范围内有其他敌人，则突袭下一个目标，最多重复突袭10次,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13707,9,324,0,0,0,1,1,1,远则是近【[SKILLSLOT=1]键】,天赋：远则是近,斩杀对最远距离的目标也会造成最大伤害,,斩杀对最远距离的目标也会造成最大伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13708,9,326,1,0,0,1,1,1,必死无疑【[SKILLSLOT=1]键】,天赋：必死无疑,斩杀敌人将重置冷却时间,,斩杀敌人将重置冷却时间,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13709,9,312,0,0,0,1,1,1,挡路者死【[SKILLSLOT=1]键】,天赋：挡路者死,斩杀不再以距离提高伤害，对直线范围内所有敌人造成伤害,,斩杀不再以距离提高伤害，对直线范围内所有敌人造成伤害,斩杀变为飞行直线,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13710,12,227,1,0,0,1,1,3,三环【被动】,天赋：三环,对英雄连续三次普攻可造成额外60%的普攻伤害,,对英雄连续三次普攻可造成额外60%的普攻伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13711,12,149,1,0,0,1,1,3,闪电【被动】,天赋：闪电,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13712,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害15%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13713,15,227,1,0,0,1,1,-1,终极刺杀,天赋：终极刺杀,化为黑影对指定目标进行刺杀，若刺杀半径10米范围内有其他敌人，则突袭下一个目标，最多重复突袭10次,,化为黑影对指定目标进行刺杀，若刺杀半径10米范围内有其他敌人，则突袭下一个目标，最多重复突袭10次,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
37,13714,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
37,13715,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
37,13716,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
38,13801,6,227,1,0,0,1,1,-1,战争威慑,天赋：终极刺杀,化为黑影对指定目标进行刺杀，若刺杀半径10米范围内有其他敌人，则突袭下一个目标，最多重复突袭10次,,化为黑影对指定目标进行刺杀，若刺杀半径10米范围内有其他敌人，则突袭下一个目标，最多重复突袭10次,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13901,3,108,1,0,0,1,1,3,夺息飞刃【被动】,天赋：夺息飞刃,卓哥的被动伤害提升,,卓哥的被动伤害提升,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13902,3,109,0,0,5,1,1,0,撕裂伤口【[SKILLSLOT=0]键】,天赋：撕裂伤口,回旋飞刃攻击带有撕裂的目标会使其持续流血，伤害跟撕裂层数相关,,回旋飞刃击中带有撕裂效果的目标时会使其每秒受到撕裂层数*10+[LEVEL=300][red]（+[PA=10]）[/red]的物理伤害，持续3秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13903,3,108,0,0,5,1,1,3,养精蓄锐【被动】,天赋：养精蓄锐,身边有敌方小兵殒命时永久提升攻击力,,身边有敌方小兵殒命时永远提升攻击力，最多增加30点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13904,6,294,1,0,0,1,1,-1,狂烈之舞【[SKILLSLOT=2]键】,天赋：狂烈之舞,给周围目标附加5层撕裂效果，同时提升自身攻击力,,给周围目标附加5层撕裂效果，同时提升自身50点攻击力,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13905,6,112,0,0,5,1,1,-1,滑翔狩猎【[SKILLSLOT=2]键】,天赋：滑翔狩猎,向远距离单体英雄冲锋，造成伤害并定身,,向远距离单体目标冲锋，造成物理伤害并定身1.5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13906,9,108,1,0,0,1,1,3,无路可逃【被动】,天赋：无路可逃,普攻带有20%吸血,,普攻带有20%吸血,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13907,9,111,0,0,5,1,1,1,绝处逢生【[SKILLSLOT=1]键】,天赋：绝处逢生,使用双刀斩击时，会对目标造成减速,,使用双刀斩击时，目标减慢30%移动速度，持续2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13908,9,108,0,0,5,1,1,3,危压【被动】,天赋：危压,降低敌方带5层撕裂效果的英雄的输出伤害,,降低敌方带5层撕裂效果的英雄的30%输出伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13909,12,116,1,0,0,1,1,16,净化【1键】,天赋：净化,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13910,12,227,0,0,0,1,1,3,三环【被动】,天赋：三环,对英雄连续三次普攻可造成额外60%攻击力的伤害,,对英雄连续三次普攻可造成额外60%攻击力的伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13911,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害15%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13912,15,294,1,0,0,1,1,2,狂烈之舞【[SKILLSLOT=2]键】,天赋：狂烈之舞,狂烈之舞增加提升的攻击力,,狂烈之舞提升自己80点的攻击力,13904,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13913,15,112,0,0,5,1,1,2,滑翔狩猎【[SKILLSLOT=2]键】,天赋：滑翔狩猎,提升滑翔狩猎伤害,,提升滑翔狩猎基础伤害到200点,13905,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
39,13914,18,98,0,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
39,13915,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
39,13916,18,170,1,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
40,14008,3,88,0,0,5,1,1,3,心火【被动】,天赋：心火,提高控火者伤害,,提高控火者伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14009,3,88,0,0,5,1,1,3,吸金【被动】,天赋：吸金,每4秒额外获取10点金币,,每4秒额外获取10点金币,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14010,3,90,1,0,0,1,1,0,熔岩【[SKILLSLOT=0]键】,天赋：熔岩,暗炎聚爆会熔化地面，持续3秒灼烧敌人,,暗炎聚爆会熔化地面，持续3秒灼烧敌人，受到每秒 [LEVEL=120+42][blue](+[MA=15])[/blue]点法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14007,6,92,0,0,5,1,1,-1,火影【[SKILLSLOT=2]键】,天赋：火影,对单个敌方英雄造成持续伤害，并使其不能攻击,,持续3秒对单个敌方英雄造成总共 210[blue](+[MA=90])[/blue]的持续法术伤害，并使其不能攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14006,6,89,1,0,0,1,1,-1,熔核术【[SKILLSLOT=2]键】,天赋：熔核术,绯红之焰释放出火球追击目标英雄，击中后引发爆炸，造成范围伤害，如果8秒内未击中目标，火球自动熄灭,,绯红之焰释放出火球追击目标英雄，击中后引发爆炸，造成范围伤害，如果8秒内未击中目标，火球自动熄灭,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14011,9,90,1,0,0,1,1,0,三昧真火【[SKILLSLOT=0]键】,天赋：三昧真火,暗炎聚爆变为3次伤害，如果已经学习熔岩，延长熔岩作用时间到5秒,,暗炎聚爆变为3次伤害，总伤害提升到[LEVEL=320+136][blue](+[MA=40])[/blue]，如果已经学习熔岩，延长熔岩作用时间到5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14012,9,90,0,0,5,1,1,0,流星雨【[SKILLSLOT=0]键】,天赋：流星雨,暗炎聚爆击中敌方英雄，冷却时间减少3秒,,暗炎聚爆击中敌方英雄，冷却时间减少3秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14015,12,230,0,0,0,1,1,18,金身【1键】,天赋：金身,使英雄无敌2.5秒，期间不能做任何操作,,使英雄无敌2.5秒，期间不能做任何操作,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
40,14016,12,231,0,0,0,1,1,16,冰霜冲击【1键】,天赋：冰霜冲击,对目标英雄造成一次魔法伤害并减速,,对目标英雄造成一次魔法伤害并减速,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
40,14017,12,224,1,0,0,1,1,3,法术护盾【被动】,天赋：聚合,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害15%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
40,14013,15,92,0,0,5,1,1,2,火影【[SKILLSLOT=2]键】,天赋：火影,火影持续时间增加，伤害提升,,火影持续时间提升至5秒，伤害提升到350[blue]（+[MA=120]）[/blue]点,14007,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14014,15,89,1,0,0,1,1,2,熔核术【[SKILLSLOT=2]键】,天赋：熔核术,大火球伤害提升,,大火球伤害提升到500[blue]（+[MA=150]）[/blue]点,14006,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
40,14018,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;15
40,14019,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;15
40,14020,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;15
41,14101,6,97,1,0,0,1,1,-1,大招【[SKILLSLOT=2]键】,天赋：大招,传送到友军身边并增加护盾,,传送到友军身边并增加护盾,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
42,14201,6,97,1,0,0,1,1,-1,大招【[SKILLSLOT=2]键】,天赋：大招,传送到友军身边并增加护盾,,传送到友军身边并增加护盾,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
