宝石ID,宝石名称,宝石图标,原石ID组,最高品级,灵气上限,升级灵气条件,1级属性组,2级属性组,3级属性组,4级属性组,5级属性组,6级属性组,陈旧属性组,原石外观,开窗外观,1级外观(模型ID),2级外观,3级外观,4级外观,5级外观,6级外观,陈旧外观,出售价,增加抛光进度上限,消耗总金币,消耗总点券,增加进度值,2倍暴击率,5倍暴击率,10倍暴击率
408,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
409,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
410,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
411,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
412,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
413,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
414,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
415,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
416,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
417,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
418,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
419,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
420,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
421,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
422,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
423,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
424,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
425,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
426,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
427,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
428,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
429,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
430,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
431,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
432,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
433,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
434,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
435,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
436,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
437,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
438,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
439,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
440,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
441,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
442,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
443,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
444,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
445,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
446,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
447,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
448,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
449,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
450,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
451,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
452,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
453,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
454,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
455,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
456,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
457,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
458,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
459,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
460,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
461,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
462,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
463,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
464,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
465,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
466,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
467,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
468,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
469,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
470,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
471,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
472,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
473,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
474,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
475,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
476,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
477,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
478,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
479,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
480,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
481,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
482,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
483,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
484,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
485,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
486,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
487,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
488,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
489,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
490,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
491,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
492,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
493,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
494,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
495,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
496,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
497,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
498,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
499,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
500,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
501,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
502,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
503,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
504,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
505,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
506,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
507,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
508,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
509,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
510,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
511,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
512,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
513,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
514,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
515,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
516,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
517,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
518,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
519,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
520,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
521,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
522,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
523,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
524,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
525,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
526,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
527,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
528,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
529,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
530,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
531,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
532,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
533,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
534,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
535,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
536,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
537,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
538,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
539,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
540,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
541,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
542,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
543,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
544,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
545,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
546,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
547,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
548,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
549,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
550,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
551,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
552,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
553,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
