物品ID,装备名称,物品类型(1、装备 2、物品),装备图标ID,装备标签组,装备标签子类型,是否英雄专属（0.非英雄专属 1.英雄专属）,英雄ID,职业限制（0.无限制  1.近战  2.远程）,合成需要装备,能合装备,绝对价格,出售价格,效果ID组,效果类型组（1.属性可任意叠加  2.属性是唯一被动，无名字  3.属性是唯一被动，且有大类，有名字）,物品移除调用效果（通过buff调用的永久性效果，出售时需要调用一个删除buff的效果来删除这个buff）,继承效果ID组,继承效果类型组（1.属性可任意叠加  2.属性是唯一被动，无名字  3.属性是唯一被动，且有大类，有名字）,继承物品移除调用效果（通过buff调用的永久性效果，出售时需要调用一个删除buff的效果来删除这个buff）,战场限制（战场ID）,自动使用（装备满格后，购买能够不占格子，自动使用其效果）,特殊槽位物品（0.非眼位  1.眼位）,是否能主动使用（0.无主动技能  1.有主动技能）,使用是否移除（0.主动使用完不移除  1.主动使用完移除）,是否能叠加（0.同格不能叠加  1.同格能叠加）,最大叠加数量,最大拥有数,使用BuffID,使用Buff冷却ID,使用技能ID,可使用次数（主动技能使用buff实现，才可使用）,对应图标组,购买界面描述,物品栏描述,装备贵重度,标识,装备定位说明
249,$超合金巨钻(主动),1,46,2;2,2001;2003,0,,0,,,2300,575,4065;4177;4178;19322,1;2;2;1,6977,4178,2,,15,0,0,0,0,0,1,6,,2055,1423,,,$[green]+45攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]无视敌人45%的额外护甲[/blue]<br>[yellow]唯一被动：[/yellow][blue]普攻和伤害性技能在命中敌方英雄时会施加4秒的重伤效果。[/blue]<br>[yellow]唯一主动 双刃：[/yellow][blue]使用后自身攻击速度提高60%，吸血提高15%，同时受到伤害提高20%，持续5秒[/blue][red]（死亡后掉落）[/red],$[green]+45攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]无视敌人45%的额外护甲[/blue]<br>[yellow]唯一被动：[/yellow][blue]普攻和伤害性技能在命中敌方英雄时会施加4秒的重伤效果。[/blue]<br>[yellow]唯一主动 双刃：[/yellow][blue]使用后自身攻击速度提高60%，吸血提高15%，同时受到伤害提高20%，持续5秒[/blue][red]（死亡后掉落）[/red],0,1,[size=18][orange]克高护甲[/orange][/size]
250,$女神恩赐(主动),1,77,3;3;3;5,3001;3006;3002;5001,0,,0,,,2350,587,4092;4106;4229;19295;19276;19323,1;1;1;3;1;1,19296;6978,,,,15,0,0,0,0,0,1,6,,2056,1424,,,$[green]+50法强<br>+100%法力回复<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]英雄释放护盾技能和治疗技能的效果提升30%。[/blue]<br>[yellow]唯一主动 治愈：[/yellow][blue]使用立即回复周围所有友军最大生命值20%生命值，冷却90秒[/blue][red]（死亡后掉落）[/red],$[green]+50法强<br>+100%法力回复<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]英雄释放护盾技能和治疗技能的效果提升30%。[/blue]<br>[yellow]唯一主动 治愈：[/yellow][blue]使用立即回复周围所有友军最大生命值20%生命值，冷却90秒[/blue][red]（死亡后掉落）[/red],0,1,[size=18][orange]辅助核心装[/orange][/size]
251,$巫师帽子(主动),1,207,3;4,3001;4003,0,,0,,,2550,637,19029;19030;19035;19168;19324,1;1;2;2;1,19036;6979,,,,15,0,0,0,0,0,1,6,,2057,1425,,,$[green]+70法强<br>+40魔抗[/green]<br>[yellow]唯一被动：[/yellow][blue]降低周围敌人20点魔抗，同时降低周围敌人身上20%的护盾值[/blue]<br>[yellow]唯一主动 金身：[/yellow][blue]使用后3秒内免疫一切伤害和控制效果，自身不移动和攻击，冷却120秒[/blue][red]（死亡后掉落）[/red],$[green]+70法强<br>+40魔抗[/green]<br>[yellow]唯一被动：[/yellow][blue]降低周围敌人20点魔抗，同时降低周围敌人身上20%的护盾值[/blue]<br>[yellow]唯一主动 金身：[/yellow][blue]使用后3秒内免疫一切伤害和控制效果，自身不移动和攻击，冷却120秒[/blue][red]（死亡后掉落）[/red],0,1,[size=18][orange]适合突进型法师[/orange][/size]
252,$凛冬法杖(主动),1,79,4;3,4001;3001,0,,0,,,2550,637,4048;4049;4136;4157;19325,1;1;2;2;1,6980,19254,2,,15,0,0,0,0,0,1,6,,2058,1426,,,$[green]+400生命值<br>+70法强[/green]<br>[yellow]唯一被动：[/yellow][blue]技能命中敌方英雄时会减少其30%的移速，持续2秒[/blue]<br>[yellow]唯一主动 冰环：[/yellow][blue]对自身周围半径15米范围内所有敌人造成最大生命值10%的魔法伤害，并且定身1秒，冷却180秒[/blue][red]（死亡后掉落）[/red],$[green]+400生命值<br>+70法强[/green]<br>[yellow]唯一被动：[/yellow][blue]技能命中敌方英雄时会减少其30%的移速，持续2秒[/blue]<br>[yellow]唯一主动 冰环：[/yellow][blue]对自身周围半径15米范围内所有敌人造成最大生命值10%的魔法伤害，并且定身1秒，冷却180秒[/blue][red]（死亡后掉落）[/red],0,1,[size=18][orange]法坦粘人[/orange][/size]
253,$至尊魔戒(主动),1,38,3,3001,0,,0,,,3350,837,4053;4144;19326,1;2;1,6981,,,,15,0,0,0,0,0,1,6,,2059,1427,,,$[green]+120法强[/green]<br>[yellow]唯一被动：[/yellow][blue]提升你35%的法强。[/blue]<br>[yellow]唯一主动 点燃：[/yellow][blue]对敌人每秒造成最大生命值6%的魔法伤害，持续5秒，冷却180秒[/blue][red]（死亡后掉落）[/red],$[green]+120法强[/green]<br>[yellow]唯一被动：[/yellow][blue]提升你35%的法强。[/blue]<br>[yellow]唯一主动 点燃：[/yellow][blue]对敌人每秒造成最大生命值6%的魔法伤害，持续5秒，冷却180秒[/blue][red]（死亡后掉落）[/red],0,1,[size=18][orange]法系后排核心装[/orange][/size]
254,$支配者面具,1,212,3;3;4;3,3001;3005;4001;3002,0,,0,,,2600,650,19025;19026;19027;19028;19327,1;2;1;1;1,6982,,,,15,0,0,0,0,0,1,6,,2060,1428,,,$[green]+80法强<br>+300生命值<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]+15%法术吸血[/blue]<br>[yellow]唯一主动 瞬移：[/yellow][blue]超鼠标方向瞬移30米。[/blue][red]（死亡后掉落）[/red],$[green]+80法强<br>+300生命值<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]+15%法术吸血[/blue]<br>[yellow]唯一主动 瞬移：[/yellow][blue]超鼠标方向瞬移30米。[/blue][red]（死亡后掉落）[/red],0,1,[size=18][orange]法术吸血[/orange][/size]
255,$巫妖斗篷,1,95,4;4;4,4001;4003;4004,0,,0,,,2600,650,4093;4094;4253;6124;19277,1;1;2;2;1,,4253;6124,2;2,,15,0,0,0,0,0,1,6,,,,,,$[green]+400生命值<br>+60魔抗<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]受到的治疗和护盾效果提升25%[/blue],$[green]+400生命值<br>+60魔抗<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]受到的治疗和护盾效果提升25%[/blue],0,,[size=18][orange]最强法防装[/orange][/size]
256,$迅龙护腿,1,11,4;4;7;4,4001;4002;7001;4004,0,,0,,,2450,612,4086;4087;4230;19274,1;1;2;2,4366,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+400生命值<br>+50护甲<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]装备会随着时间充能，充满后获得额外92移速，并且下次普攻或技能命中英雄时会消耗所有充能，减少其30%移速，持续2秒。[/blue],$[green]+400生命值<br>+50护甲<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]装备会随着时间充能，充满后获得额外92移速，并且下次普攻或技能命中英雄时会消耗所有充能，减少其30%移速，持续2秒。[/blue],0,,[size=18][orange]游走/开团[/orange][/size]
257,$死神的凝视,1,69,3;3;3,3001;3004;3002,0,,0,,,2800,700,4043;4101;4107;4147,1;1;1;2;,,4147,2,,15,0,0,0,0,0,1,6,,,,,,$[green]+80法强<br>+100%法力回复[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动：[/yellow][blue]伤害型技能在命中敌方英雄时会灼烧目标3秒，每秒造成目标当前生命值3%的魔法伤害。（3秒内无法对同一目标生效）[/blue],$[green]+80法强<br>+100%法力回复[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动：[/yellow][blue]伤害型技能在命中敌方英雄时会灼烧目标3秒，每秒造成目标当前生命值3%的魔法伤害。（3秒内无法对同一目标生效）[/blue],0,1,[size=18][orange]远程消耗[/orange][/size]
258,$雷霆法典,1,3,3,3001,0,,0,,,2600,650,4044;19309,1;2,1261,,,,15,0,0,0,0,0,1,6,,2006,,,,$[green]+100法强[/green]<br>[yellow]唯一被动：[/yellow][blue]对敌方英雄的第3次普攻或技能攻击能对其造成200（+0.2*法强）点额外魔法伤害。冷却30秒。[/blue],$[green]+100法强[/green]<br>[yellow]唯一被动：[/yellow][blue]对敌方英雄的第3次普攻或技能攻击能对其造成[orange][MA=20+200][/orange]点额外魔法伤害。冷却30秒。[/blue],0,1,[size=18][orange]提升单体秒人[/orange][/size]
259,$圣光裁决,1,78,3;3;7;3,3001;3003;7001;3002,0,,0,,,2600,650,4054;4145;4102;19269,1;2;1;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+80法强<br>+10%移动速度<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]+20法术穿透[/blue],$[green]+80法强<br>+10%移动速度<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]+20法术穿透[/blue],0,1,[size=18][orange]前期打架[/orange][/size]
260,$巫师帽子,1,207,3;4,3001;4003,0,,0,,,2550,637,19029;19030;19035;19168,1;1;2;2,19036,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+70法强<br>+40魔抗[/green]<br>[yellow]唯一被动：[/yellow][blue]降低周围敌人20点魔抗，同时降低周围敌人身上20%的护盾值[/blue],$[green]+70法强<br>+40魔抗[/green]<br>[yellow]唯一被动：[/yellow][blue]降低周围敌人20点魔抗，同时降低周围敌人身上20%的护盾值[/blue],0,1,[size=18][orange]适合突进型法师[/orange][/size]
261,$至尊魔戒,1,38,3,3001,0,,0,,,3350,837,4053;4144,1;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+120法强[/green]<br>[yellow]唯一被动：[/yellow][blue]提升你35%的法强。[/blue],$[green]+120法强[/green]<br>[yellow]唯一被动：[/yellow][blue]提升你35%的法强。[/blue],0,1,[size=18][orange]法系后排核心装[/orange][/size]
262,$混沌法球,1,117,3;3;3,3001;3004;3002,0,,0,,,2550,637,19041;19042;19043;19047;19040;19287,1;1;1;2;2;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+80法强<br>+300法力值[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动：[/yellow][blue]+等级*50点法力值[/blue],$[green]+80法强<br>+300法力值[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动：[/yellow][blue]+[LEVEL=5000]点法力值[/blue],0,1,[size=18][orange]法系第一回蓝装[/orange][/size]
263,$腐蚀之触,1,76,3;4,3001;4002,0,,0,,,2650,662,4046;4047;4135;19291,1;1;2;1,,4135,2,,15,0,0,0,0,0,1,6,,,,,,$[green]+70法强<br>+40护甲<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]对敌方英雄每造成一次魔法伤害，会降低目标5%魔抗，持续5秒，最多减少25%的魔抗。[/blue],$[green]+70法强<br>+40护甲<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]对敌方英雄每造成一次魔法伤害，会降低目标5%魔抗，持续5秒，最多减少25%的魔抗。[/blue],0,1,[size=18][orange]提高持续法伤[/orange][/size]
264,$凛冬法杖,1,79,4;3,4001;3001,0,,0,,,2550,637,4048;4049;4136;4157,1;1;2;2,,19254,2,,15,0,0,0,0,0,1,6,,,,,,$[green]+400生命值<br>+70法强[/green]<br>[yellow]唯一被动：[/yellow][blue]技能命中敌方英雄时会减少其30%的移速，持续2秒[/blue],$[green]+400生命值<br>+70法强[/green]<br>[yellow]唯一被动：[/yellow][blue]技能命中敌方英雄时会减少其30%的移速，持续2秒[/blue],0,1,[size=18][orange]法坦粘人[/orange][/size]
265,$救赎者斗篷 ,1,97,4;3;3,4002;3001;3002,0,,0,,,2600,650,4050;4051;6907;19268,1;1;2;1,,,,,15,0,0,0,0,0,1,6,,2008,,,,$[green]+40护甲<br>+70法强<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]当你的生命值低于30%时，你的移速会达到极限速度，并免疫一切控制和减速效果，持续3秒。（冷却90秒）[/blue],$[green]+40护甲<br>+70法强<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]当你的生命值低于30%时，你的移速会达到极限速度，并免疫一切控制和减速效果，持续3秒。（冷却90秒）[/blue],0,1,[size=18][orange]强力保命[/orange][/size]
266,$诅咒之眼,1,70,3;3,3001;3003,0,,0,,,2300,575,4052;4143;5279,1;2;2,,4143;5279,2;2,,15,0,0,0,0,0,1,6,,,,,,$[green]+70法强[/green]<br>[yellow]唯一被动：[/yellow][blue]无视目标45%的额外魔抗[/blue]<br>[yellow]唯一被动：[/yellow][blue]技能命中英雄时施加4秒的重伤效果。[/blue],$[green]+70法强[/green]<br>[yellow]唯一被动：[/yellow][blue]无视目标45%的额外魔抗[/blue]<br>[yellow]唯一被动：[/yellow][blue]技能命中英雄时施加4秒的重伤效果。[/blue],0,1,[size=18][orange]克制高魔抗[/orange][/size]
267,$亡灵邪典,1,115,3;3;7;6,3001;7001;6001,0,,0,,,2550,637,19048;3508;19049;19311;6277,1;1;1;2;2,4027,,,,15,0,0,0,0,0,1,6,,2046,,,,$[green]+80法强<br>+8%移动速度[/green]<br>[green]+150%基础法力回复[/green]<br>[yellow]唯一被动_狩猎：[/yellow][blue]普攻或技能命中野怪时每秒最多额外造成（30+英雄等级）点的法术伤害，且每秒最多回复自身（30+英雄等级）点的生命值[/blue]<br>[yellow]唯一被动：[/yellow][blue]下一次普攻造成（100+法强*0.1）点范围法术伤害，10秒触发1次[/blue],$[green]+80法强<br>+8%移动速度[/green]<br>[green]+150%基础法力回复[/green]<br>[yellow]唯一被动_狩猎：[/yellow][blue]普攻或技能命中野怪时每秒最多额外造成[LEVEL=100+30]点的法术伤害，且每秒最多回复自身[LEVEL=100+30]点的生命值[/blue]<br>[yellow]唯一被动：[/yellow][blue]下一次普攻造成[orange][MA=10+100][/orange]点的范围法术伤害，10秒触发1次[/blue],0,1,[size=18][orange]法系打野装[/orange][/size]
268,$智者典籍,1,2,3,3001,0,,0,,,1300,325,4397,1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+60法强[/green],$[green]+60法强[/green],1,1,  
269,$紫水晶,1,73,3;3;,3001;3002,0,,0,,,900,225,4402;4403;4453,1;1;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30法强[/green]<br>[yellow]唯一被动：[/yellow][blue]+10%冷却缩减[/blue],$[green]+30法强[/green]<br>[yellow]唯一被动：[/yellow][blue]+10%冷却缩减[/blue],1,1,  
270,$圣徒信仰,1,30,3;3,3001;3003,0,,0,,,1200,300,5176;5247,1;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+45法强[/green]<br>[yellow]唯一被动：[/yellow][blue]+10法术穿透[/blue],$[green]+45法强[/green]<br>[yellow]唯一被动：[/yellow][blue]+10法术穿透[/blue],1,1,  
271,$诅咒护手,1,9,3;4,3001;4002,0,,0,,,1100,275,19171;19172,1;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30法强<br>+30护甲[/green],$[green]+30法强<br>+30护甲[/green],1,1,  
272,$主宰护膝,1,210,3;4,3001;4003,0,,0,,,1050,262,19173;19174,1;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30法强<br>+30魔抗[/green],$[green]+30法强<br>+30魔抗[/green],1,1,  
273,$黑曜石,1,98,3;4,3001;4001,0,,0,,,1050,262,5377;5378,1;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30法强<br>+200生命值[/green],$[green]+30法强<br>+200生命值[/green],1,1,  
274,$亡灵之魄,1,100,3,3001,0,,0,,,850,212,4400,1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+40法强[/green],$[green]+40法强[/green],1,1,  
275,$魔典,1,116,3;3,3001;3005,0,,0,,,900,225,19169;19170,1;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30法强[/green]<br>[yellow]唯一被动：[/yellow][blue]+10%法术吸血[/blue],$[green]+30法强[/green]<br>[yellow]唯一被动：[/yellow][blue]+10%法术吸血[/blue],1,1,  
276,$守护头巾,1,208,3,3001,0,,0,,,1000,250,19165;19167,1;2,19168,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+40法强[/green]<br>[yellow]唯一被动：[/yellow][blue]降低周围敌人身上20%的护盾值[/blue],$[green]+40法强[/green]<br>[yellow]唯一被动：[/yellow][blue]降低周围敌人身上20%的护盾值[/blue],1,1,  
277,$灵能飞刃,1,81,2;4;2;2,2001;4001;2005;2002,0,,0,,,2800,700,4056;4104;4160;6118;19271,1;1;2;1;2,,,,,15,0,0,0,0,0,1,6,,2019,,,,$[green]+200生命值<br>+30攻击力<br>+30%攻击速度[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动：[/yellow][blue]每释放一次技能就能召唤出一把飞刀，下次普攻命中敌人会让飞刀射出，造成（100+英雄等级*6）的额外物理伤害。（冷却2秒）[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+200生命值<br>+30攻击力<br>+30%攻击速度[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动：[/yellow][blue]每释放一次技能就能召唤出一把飞刀，下次普攻命中敌人会让飞刀射出，造成[orange][LEVEL=600+100][/orange]的额外物理伤害。（冷却2秒）[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],0,1,[size=18][orange]适合突脸半肉[/orange][/size]
278,$风行利刃,1,83,2;2;2,2001;2003;2005,0,,0,,,2700,675,4057;19305;6120;19270,1;2;2;1,,,,,15,0,0,0,0,0,1,6,,2010,,,,$[green]+65攻击力<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]+20穿甲[/blue]<br>[yellow]唯一被动：[/yellow][blue]每次翻滚后你会增加40%移速，持续5秒。冷却时间30秒。[/blue],$[green]+65攻击力<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]+20穿甲[/blue]<br>[yellow]唯一被动：[/yellow][blue]每次翻滚后你会增加40%移速，持续5秒。冷却时间30秒。[/blue],0,1,[size=18][orange]前期游走[/orange][/size]
279,$暴君,1,82,2;2,2001;2004,0,,0,,,3250,812,4058;4059;4167,1;1;2,,4167,2,,15,0,0,0,0,0,1,6,,,,,,$[green]+80攻击力<br>+20%暴击概率[/green]<br>[yellow]唯一被动：[/yellow][blue]提升50%暴击伤害。[/blue],$[green]+80攻击力<br>+20%暴击概率[/green]<br>[yellow]唯一被动：[/yellow][blue]提升50%暴击伤害。[/blue],0,1,[size=18][orange]普攻后期核心装[/orange][/size]
280,$行刑黑棺,1,90,2,2001,0,,0,,,2850,712,4064;19312,1;2,,,,,15,0,0,0,0,0,1,6,,2022,,,,$[green]+90攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]对英雄的普攻和伤害性技能将施加[orange]黑棺[/orange]效果，冷却60秒。[/blue]<br>[orange]黑棺[/orange]:[blue]在3秒后造成魔法伤害，伤害值相当于在3秒期间内你对该英雄总伤害的15%。[/blue],$[green]+90攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]对英雄的普攻和伤害性技能将施加[orange]黑棺[/orange]效果，冷却60秒。[/blue]<br>[orange]黑棺[/orange]:[blue]在3秒后造成魔法伤害，伤害值相当于在3秒期间内你对该英雄总伤害的15%。[/blue],0,1,[size=18][orange]提升单体秒人[/orange][/size]
281,$血契魔锤,1,45,4;2,4001;2001,0,,0,,,2250,562,4080;4081;4219,1;1;2,,,,,15,0,0,0,0,0,1,6,,2023,,,,$[green]+400生命值<br>+30攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]当2秒内你减少的血量超过你最大生命值的30%时，将会获得一个护盾。护盾值相当于你30%的最大生命值，持续2秒。冷却60秒。[/blue],$[green]+400生命值<br>+30攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]当2秒内你减少的血量超过你最大生命值的30%时，将会获得一个护盾。护盾值相当于你30%的最大生命值，持续2秒。冷却60秒。[/blue],0,1,[size=18][orange]防止被秒[/orange][/size]
282,$斩裂剑,1,87,4;2;2,4001;2001;2005,0,,0,,,2750,687,4082;4083;4221;19273,1;1;2;2,,4221,2,,15,0,0,0,0,0,1,6,,,,,,$[green]+300生命值<br>+50攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动：[/yellow][blue]对英雄每造成一次物理伤害就会减少其5%护甲（最低间隔0.5秒），减甲效果持续3秒，最多叠5层。[/blue],$[green]+300生命值<br>+50攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动：[/yellow][blue]对英雄每造成一次物理伤害就会减少其5%护甲（最低间隔0.5秒），减甲效果持续3秒，最多叠5层。[/blue],0,1,[size=18][orange]物理前排对刚[/orange][/size]
283,$夺命匕首,1,52,2;2;2,2001;2007;2005,0,,0,,,2550,637,6442;6443;6450;19040;19285;19286,1;1;1;2;2;2,6449,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+40攻击力<br>+400法力值[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动_灵魂汲取：[/yellow][blue]附近敌方小兵或野怪死亡能增加攻击力和法力值，最多40攻击力，600法力值。[/blue],$[green]+40攻击力<br>+400法力值[/green]<br>[yellow]唯一被动：[/yellow][blue]+20%冷却缩减[/blue]<br>[yellow]唯一被动_灵魂汲取：[/yellow][blue]附近敌方小兵或野怪死亡能增加攻击力和法力值，最多40攻击力，600法力值。[/blue],0,1,[size=18][orange]物理系法力装[/orange][/size]
284,$超脉冲步枪,1,108,2,2001,0,,0,,,2200,550,19004;19005,1;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+45攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻额外造成（80/基础攻速）物理伤害[/blue],$[green]+45攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻额外造成[PASD=8000/[_PASD=100]]点的物理伤害[/blue],0,1,[size=18][orange]射手前期打架装[/orange][/size]
285,$暴走左轮,1,24,2;2,2004;2002,0,,0,,,2400,600,4070;4071;4161,1;1;2,4364,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30%攻击速度<br>+30%暴击[/green]<br>[yellow]唯一被动：[/yellow][blue]连续五次普攻击中目标，第五下普攻会给目标造成(（100+2*英雄等级）/基础攻速)物理伤害[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+30%攻击速度<br>+30%暴击[/green]<br>[yellow]唯一被动：[/yellow][blue]连续五次普攻击中目标，第五下普攻会给目标造成[PASD=[LEVEL=20000+10000]/[_PASD=100]]物理伤害[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],0,1,[size=18][orange]普攻站桩输出[/orange][/size]
286,$强袭大剑,1,112,2;2;2,2001;2003;2005,0,,0,,,2650,662,6511;6512;19306;19313;19281;19300;19302,1;1;2;2;1;2;2,19301;19303,,,,15,0,0,0,0,0,1,6,,2045,,,,$[green]+60攻击力<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]+20护甲穿透[/blue]<br>[yellow]唯一被动：[/yellow][blue]普攻命中英雄使其3秒内不能翻滚，冷却时间30秒[/blue],$[green]+60攻击力<br>+10%冷却缩减[/green]<br>[yellow]唯一被动：[/yellow][blue]+20护甲穿透[/blue]<br>[yellow]唯一被动：[/yellow][blue]普攻命中英雄使其3秒内不能翻滚，冷却时间30秒[/blue],0,1,[size=18][orange]禁翻滚[/orange][/size]
287,$魔剑.斩魂,1,89,2;3,2002;3001,0,,0,,,2950,737,4068;4069;4197,1;1;2,,4197,2,,15,0,0,0,0,0,1,6,,,,,,$[green]+70法强<br>+50%攻击速度[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻附加（（15+0.16*法强）/基础攻速）魔法伤害。[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+70法强<br>+50%攻击速度[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻附加[PASD=[MA=1600+1500]/[_PASD=100]]魔法伤害。[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],0,1,[size=18][orange]法系普攻输出[/orange][/size]
288,$雷切太刀,1,110,2;2;7,2002;2004;7001,0,,0,,,2400,600,19017;19018;19019;19020;19021,1;1;1;1;2,19024,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+40%攻击速度<br>+30%暴击概率<br>+5%移动速度[/green]<br>[yellow]唯一被动_太刀之风：[/yellow][blue]在周围范围内存在敌方英雄时，自己增加15%的移动速度[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+40%攻击速度<br>+30%暴击概率<br>+5%移动速度[/green]<br>[yellow]唯一被动_太刀之风：[/yellow][blue]在周围范围内存在敌方英雄时，自己增加15%的移动速度[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],0,1,[size=18][orange]普攻英雄机动能力[/orange][/size]
289,$御法之剑,1,84,2;4,2001;4003,0,,0,,,2500,625,4061;4062;19307,1;1;2,4365;6801,,,,15,0,0,0,0,0,1,6,,2035,,,,$[green]+50攻击力<br>+50魔抗[/green]<br>[yellow]唯一被动：[/yellow][blue]获得一个能抵挡一次敌方技能的法术护盾，冷却时间40秒。[/blue],$[green]+50攻击力<br>+50魔抗[/green]<br>[yellow]唯一被动：[/yellow][blue]获得一个能抵挡一次敌方技能的法术护盾，冷却时间40秒。[/blue],0,1,[size=18][orange]防止被先手[/orange][/size]
290,$铭文阔剑,1,114,2;2,2002;2004,0,,0,,,2350,587,6499;6500;19316;6910,1;1;1;2,19217;19292;19293,,,,15,0,0,0,0,0,1,6,,2043,,,,$[green]+30%攻击速度<br>+30%暴击[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻额外获得100%攻击速度，持续1.5秒，7秒冷却时间[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+30%攻击速度<br>+30%暴击[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻额外获得100%攻击速度，持续1.5秒，7秒冷却时间[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],0,1,[size=18][orange]提高普攻暴发[/orange][/size]
