天赋ID,比赛类型,地图ID,职业,等级,前置天赋,激活类型,消耗点数,天赋效果,天赋名称,天赋图标ID,天赋描述,,,,,,,,,,,,
501,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,1,0,0,0,585,小炮普攻2,,,,,,,,,,,,,,
502,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,586,弓箭手一级大招普攻,,,,,,,,,,,,,,
503,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,587,弓箭手二级大招普攻,,,,,,,,,,,,,,
504,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,1,0,0,0,588,异鬼普攻2,,,,,,,,,,,,,,
505,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,591,火魔女回城,,,,,,,,,,,,,,
506,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,592,无情刀回城,,,,,,,,,,,,,,
507,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,593,精灵游侠回城,,,,,,,,,,,,,,
508,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,594,东洋剑客回城,,,,,,,,,,,,,,
509,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,595,巨盾勇士回城,,,,,,,,,,,,,,
510,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,596,青蛙王子回城,,,,,,,,,,,,,,
511,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,623,龙普通攻击二段,,,,,,,,,,,,,,
512,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,8,1,0,0,0,598,草原飞鹰回城,,,,,,,,,,,,,,
513,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,599,暴怒骑士回城,,,,,,,,,,,,,,
514,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,1,0,0,0,600,沙蛇回城,,,,,,,,,,,,,,
515,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,601,恶灵术士回城,,,,,,,,,,,,,,
516,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,1,0,0,0,602,圣焰之手回城,,,,,,,,,,,,,,
517,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,603,七境守护者回城,,,,,,,,,,,,,,
518,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,1,0,0,0,604,灵狐刺客回城,,,,,,,,,,,,,,
519,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,605,荒墓行尸回城,,,,,,,,,,,,,,
520,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,606,异域狼灵回城,,,,,,,,,,,,,,
521,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,1,0,0,0,607,丛林先知回城,,,,,,,,,,,,,,
522,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,608,双枪女警回城,,,,,,,,,,,,,,
523,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,1,0,0,0,609,魔龙公主回城,,,,,,,,,,,,,,
524,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,1,0,0,0,610,蒸汽机器人回城,,,,,,,,,,,,,,
525,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,1,0,0,0,611,地穴之王回城,,,,,,,,,,,,,,
526,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,612,唤潮海灵回城,,,,,,,,,,,,,,
527,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,1,0,0,0,613,暗影蔷薇回城,,,,,,,,,,,,,,
528,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,1,0,0,0,614,幻影利刃回城,,,,,,,,,,,,,,
529,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,1,0,0,0,615,时空旅行者回城,,,,,,,,,,,,,,
530,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,1,0,0,0,616,幽冥领主回城,,,,,,,,,,,,,,
531,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,1,0,0,0,617,火炮男爵回城,,,,,,,,,,,,,,
532,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,618,爆破狂人回城,,,,,,,,,,,,,,
533,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,1,0,0,0,619,北境游神回城,,,,,,,,,,,,,,
534,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,622,被动技能：闪电,,,,,,,,,,,,,,
535,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,597,花仙子回城,,0,,,,,,,,,,,,
536,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,624,征服者野蛮,,,,,,,,,,,,,,
537,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,625,傀儡龙自放技能,,,,,,,,,,,,,,
538,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,626,NPC翅膀飞行,,,,,,,,,,,,,,
539,1;2;3;4;5;6;7;8;9;11;12;13,,0,1,0,0,0,639,自动买眼,,,,,,,,,,,,,,
540,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,640,精灵游侠翻滚,,,,,,,,,,,,,,
541,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,641,精灵游侠翻滚,,,,,,,,,,,,,,
542,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,642,精灵游侠翻滚,,,,,,,,,,,,,,
543,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,643,精灵游侠翻滚,,,,,,,,,,,,,,
544,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,644,精灵游侠翻滚,,,,,,,,,,,,,,
545,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,645,双枪女警翻滚,,,,,,,,,,,,,,
546,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,646,双枪女警翻滚,,,,,,,,,,,,,,
547,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,647,双枪女警翻滚,,,,,,,,,,,,,,
548,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,648,双枪女警翻滚,,,,,,,,,,,,,,
549,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,1,0,0,0,649,双枪女警翻滚,,0,,,,,,,,,,,,
550,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,650,暴走左轮,,,,,,,,,,,,,,
552,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,1,0,0,0,660,游神普攻,,,,,,,,,,,,,,
553,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,1,0,0,0,661,游神普攻,,,,,,,,,,,,,,
554,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,1,0,0,0,662,游神天赋,,,,,,,,,,,,,,
556,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,3,0,0,0,671,野鹿召唤花冷却1,,,,,,,,,,,,,,
557,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,6,0,0,0,672,野鹿召唤花冷却2,,,,,,,,,,,,,,
558,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,9,0,0,0,673,野鹿召唤花冷却3,,,,,,,,,,,,,,
559,9,1,0,1,0,0,0,674,9号战场初始经验,,,,,,,,,,,,,,
560,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,1,0,0,0,675,收割者翻滚,,,,,,,,,,,,,,
561,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,1,0,0,0,676,收割者翻滚,,,,,,,,,,,,,,
562,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,1,0,0,0,677,收割者翻滚,,,,,,,,,,,,,,
563,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,1,0,0,0,678,收割者翻滚,,,,,,,,,,,,,,
564,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,1,0,0,0,679,收割者翻滚,,,,,,,,,,,,,,
566,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,1,0,0,0,681,鱼姬袭扰范围伤害,,,,,,,,,,,,,,
567,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,682,炮车范围伤害,,,,,,,,,,,,,,
568,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,1,1,0,0,0,683,1英雄普攻范围伤害buff,,,,,,,,,,,,,,
569,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,684,2英雄普攻范围伤害buff,,,,,,,,,,,,,,
570,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,685,3英雄普攻范围伤害buff,,,,,,,,,,,,,,
571,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,4,1,0,0,0,686,4英雄普攻范围伤害buff,,,,,,,,,,,,,,
572,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,5,1,0,0,0,687,5英雄普攻范围伤害buff,,,,,,,,,,,,,,
573,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,6,1,0,0,0,688,6英雄普攻范围伤害buff,,,,,,,,,,,,,,
574,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,7,1,0,0,0,689,7英雄普攻范围伤害buff,,,,,,,,,,,,,,
575,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,8,1,0,0,0,690,8英雄普攻范围伤害buff,,,,,,,,,,,,,,
576,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,9,1,0,0,0,691,9英雄普攻范围伤害buff,,,,,,,,,,,,,,
577,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,10,1,0,0,0,692,10英雄普攻范围伤害buff,,,,,,,,,,,,,,
578,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,11,1,0,0,0,693,11英雄普攻范围伤害buff,,,,,,,,,,,,,,
579,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,12,1,0,0,0,694,12英雄普攻范围伤害buff,,,,,,,,,,,,,,
580,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,13,1,0,0,0,695,13英雄普攻范围伤害buff,,,,,,,,,,,,,,
581,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,14,1,0,0,0,696,14英雄普攻范围伤害buff,,,,,,,,,,,,,,
582,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,15,1,0,0,0,697,15英雄普攻范围伤害buff,,,,,,,,,,,,,,
583,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,16,1,0,0,0,698,16英雄普攻范围伤害buff,,,,,,,,,,,,,,
584,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,17,1,0,0,0,699,17英雄普攻范围伤害buff,,,,,,,,,,,,,,
585,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,18,1,0,0,0,700,18英雄普攻范围伤害buff,,,,,,,,,,,,,,
586,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,19,1,0,0,0,701,19英雄普攻范围伤害buff,,,,,,,,,,,,,,
587,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,20,1,0,0,0,702,20英雄普攻范围伤害buff,,,,,,,,,,,,,,
588,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,21,1,0,0,0,703,21英雄普攻范围伤害buff,,,,,,,,,,,,,,
589,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,704,22英雄普攻范围伤害buff,,,,,,,,,,,,,,
590,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,23,1,0,0,0,705,23英雄普攻范围伤害buff,,,,,,,,,,,,,,
591,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,24,1,0,0,0,706,24英雄普攻范围伤害buff,,,,,,,,,,,,,,
592,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,25,1,0,0,0,707,25英雄普攻范围伤害buff,,,,,,,,,,,,,,
593,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,26,1,0,0,0,708,26英雄普攻范围伤害buff,,,,,,,,,,,,,,
594,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,27,1,0,0,0,709,27英雄普攻范围伤害buff,,,,,,,,,,,,,,
596,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,29,1,0,0,0,711,29英雄普攻范围伤害buff,,,,,,,,,,,,,,
598,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,32,1,0,0,0,713,32英雄普攻范围伤害buff,,,,,,,,,,,,,,
599,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,33,1,0,0,0,714,33英雄普攻范围伤害buff,,,,,,,,,,,,,,
600,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,34,1,0,0,0,715,34英雄普攻范围伤害buff,,,,,,,,,,,,,,
601,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,1,0,0,0,716,35英雄普攻范围伤害buff,,,,,,,,,,,,,,
602,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,36,1,0,0,0,717,36英雄普攻范围伤害buff,,,,,,,,,,,,,,
603,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,1,1,0,0,0,718,1英雄普攻范围伤害技能,,,,,,,,,,,,,,
604,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,719,2英雄普攻范围伤害技能,,,,,,,,,,,,,,
605,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,720,3英雄普攻范围伤害技能,,,,,,,,,,,,,,
606,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,4,1,0,0,0,721,4英雄普攻范围伤害技能,,,,,,,,,,,,,,
607,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,5,1,0,0,0,722,5英雄普攻范围伤害技能,,,,,,,,,,,,,,
608,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,6,1,0,0,0,723,6英雄普攻范围伤害技能,,,,,,,,,,,,,,
609,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,7,1,0,0,0,724,7英雄普攻范围伤害技能,,,,,,,,,,,,,,
610,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,8,1,0,0,0,725,8英雄普攻范围伤害技能,,,,,,,,,,,,,,
611,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,9,1,0,0,0,726,9英雄普攻范围伤害技能,,,,,,,,,,,,,,
612,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,10,1,0,0,0,727,10英雄普攻范围伤害技能,,,,,,,,,,,,,,
613,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,11,1,0,0,0,728,11英雄普攻范围伤害技能,,,,,,,,,,,,,,
614,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,12,1,0,0,0,729,12英雄普攻范围伤害技能,,,,,,,,,,,,,,
615,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,13,1,0,0,0,730,13英雄普攻范围伤害技能,,,,,,,,,,,,,,
616,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,14,1,0,0,0,731,14英雄普攻范围伤害技能,,,,,,,,,,,,,,
617,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,15,1,0,0,0,732,15英雄普攻范围伤害技能,,,,,,,,,,,,,,
618,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,16,1,0,0,0,733,16英雄普攻范围伤害技能,,,,,,,,,,,,,,
619,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,17,1,0,0,0,734,17英雄普攻范围伤害技能,,,,,,,,,,,,,,
620,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,18,1,0,0,0,735,18英雄普攻范围伤害技能,,,,,,,,,,,,,,
621,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,19,1,0,0,0,736,19英雄普攻范围伤害技能,,,,,,,,,,,,,,
622,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,20,1,0,0,0,737,20英雄普攻范围伤害技能,,,,,,,,,,,,,,
623,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,21,1,0,0,0,738,21英雄普攻范围伤害技能,,,,,,,,,,,,,,
624,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,739,22英雄普攻范围伤害技能,,,,,,,,,,,,,,
625,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,23,1,0,0,0,740,23英雄普攻范围伤害技能,,,,,,,,,,,,,,
626,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,24,1,0,0,0,741,24英雄普攻范围伤害技能,,,,,,,,,,,,,,
627,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,25,1,0,0,0,742,25英雄普攻范围伤害技能,,,,,,,,,,,,,,
628,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,26,1,0,0,0,743,26英雄普攻范围伤害技能,,,,,,,,,,,,,,
629,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,27,1,0,0,0,744,27英雄普攻范围伤害技能,,,,,,,,,,,,,,
631,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,29,1,0,0,0,746,29英雄普攻范围伤害技能,,,,,,,,,,,,,,
633,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,32,1,0,0,0,748,32英雄普攻范围伤害技能,,,,,,,,,,,,,,
634,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,33,1,0,0,0,749,33英雄普攻范围伤害技能,,,,,,,,,,,,,,
635,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,34,1,0,0,0,750,34英雄普攻范围伤害技能,,,,,,,,,,,,,,
636,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,1,0,0,0,751,35英雄普攻范围伤害技能,,,,,,,,,,,,,,
637,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,36,1,0,0,0,752,36英雄普攻范围伤害技能,,,,,,,,,,,,,,
639,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,1,0,0,0,755;756;757;758,小鱼人翻滚,,,,,,,,,,,,,,
640,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,9,1,0,0,0,759;760;761;762,魔山翻滚,,,,,,,,,,,,,,
641,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,23,1,0,0,0,763;764;765;766,狙击手翻滚,,,,,,,,,,,,,,
642,3;10,177;179,0,1,0,0,0,665,新手受击提示,,,,,,,,,,,,,,
643,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,767,风月游侠被动,,,,,,,,,,,,,,
644,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,1,0,0,0,768,异鬼普攻3,,,,,,,,,,,,,,
645,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,1,0,0,0,769,暗夜普攻1,,,,,,,,,,,,,,
646,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,1,0,0,0,770,暗夜普攻2,,,,,,,,,,,,,,
647,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,1,0,0,0,771,暗夜普攻3,,,,,,,,,,,,,,
648,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,772,徽章展示,,,,,,,,,,,,,,
649,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,773,花仙子前翻,,,,,,,,,,,,,,
650,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,774,花仙子后翻,,,,,,,,,,,,,,
651,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,775,花仙子左翻,,,,,,,,,,,,,,
652,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,776,花仙子右翻,,,,,,,,,,,,,,
653,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,777,花仙子翻滚,,,,,,,,,,,,,,
654,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,778,劳勃前翻,,,,,,,,,,,,,,
655,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,779,劳勃后翻,,,,,,,,,,,,,,
656,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,780,劳勃左翻,,,,,,,,,,,,,,
657,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,781,劳勃右翻,,,,,,,,,,,,,,
658,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,1,0,0,0,782,劳勃翻滚,,,,,,,,,,,,,,
659,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,793,布兰翻滚1,,,,,,,,,,,,,,
660,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,794,布兰翻滚2,,,,,,,,,,,,,,
661,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,795,布兰翻滚3,,,,,,,,,,,,,,
662,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,1,0,0,0,796,布兰翻滚4,,,,,,,,,,,,,,
663,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,783,尸鬼翻滚,,,,,,,,,,,,,,
664,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,784,尸鬼翻滚,,,,,,,,,,,,,,
665,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,785,尸鬼翻滚,,,,,,,,,,,,,,
666,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,786,尸鬼翻滚,,,,,,,,,,,,,,
667,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,1,0,0,0,787,尸鬼翻滚,,,,,,,,,,,,,,
668,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,797,卢登,,0,,,,,,,,,,,,
669,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,798,卢登,,0,,,,,,,,,,,,
670,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,799,男巫翻滚,,,,,,,,,,,,,,
671,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,800,男巫前翻,,,,,,,,,,,,,,
672,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,801,男巫后翻,,,,,,,,,,,,,,
673,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,802,男巫左翻,,,,,,,,,,,,,,
674,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,1,0,0,0,803,男巫右翻,,,,,,,,,,,,,,
675,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,1,0,0,0,13107,龙猫翻滚,,,,,,,,,,,,,,
676,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,1,0,0,0,13108,龙猫翻滚,,,,,,,,,,,,,,
677,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,1,0,0,0,13109,龙猫翻滚,,,,,,,,,,,,,,
678,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,1,0,0,0,13110,龙猫翻滚,,,,,,,,,,,,,,
679,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,1,0,0,0,804,摩托翻滚1,,,,,,,,,,,,,,
680,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,1,0,0,0,805,摩托翻滚2,,,,,,,,,,,,,,
681,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,1,0,0,0,806,摩托翻滚3,,,,,,,,,,,,,,
682,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,1,0,0,0,807,摩托翻滚4,,,,,,,,,,,,,,
683,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,808,红女巫翻滚1,,,,,,,,,,,,,,
684,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,809,红女巫翻滚2,,,,,,,,,,,,,,
685,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,810,红女巫翻滚3,,,,,,,,,,,,,,
686,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,811,红女巫翻滚4,,,,,,,,,,,,,,
687,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,812,伤疤代价,,,,,,,,,,,,,,
688,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,813,吸魂奇术,,,,,,,,,,,,,,
689,1;2;3;4;5;6;7;8;9;11;12;13;14,176,0,1,0,0,0,820,非战斗状态增加移动速度,,,,,,,,,,,,,,
690,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,821,野怪蓝量补给,,,,,,,,,,,,,,
691,10,179,0,1,0,0,0,651;822,新手引导buff,,,,,,,,,,,,,,
692,14,181,0,1,0,0,0,823,吃鸡地图打野额外伤害,,,,,,,,,,,,,,
693,14,181,0,1,0,0,0,825,吃鸡地图眼,,,,,,,,,,,,,,
694,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,871,残血屏幕闪红,,,,,,,,,,,,,,
695,1,176,0,1,0,0,0,872,打小龙额外伤害,,,,,,,,,,,,,,
